,target
4201,0
2000,0
10439,0
10499,0
37506,0
36717,0
22507,0
7041,0
43108,0
4207,0
36833,0
39070,0
36982,0
6325,0
32245,0
404,1
36191,1
35914,0
27523,1
25865,0
22378,1
4907,0
42556,0
2780,0
1545,1
3717,0
31942,0
39634,0
25628,0
24843,1
4950,0
22380,1
37365,0
34582,0
38176,0
36974,0
21529,0
17062,0
14723,0
26011,0
42997,0
34360,0
24017,0
5780,0
38157,0
26616,1
8867,0
23366,0
20586,1
2246,0
31264,0
9794,0
6353,0
34053,0
40596,0
743,1
20257,0
34643,0
41572,0
11324,0
22059,0
12428,0
4846,0
9393,0
5722,0
22366,1
31956,0
41382,0
30766,0
15504,0
3707,0
23566,1
9979,0
33058,0
24362,0
20510,0
9222,0
34343,0
17687,1
4289,1
31933,0
28925,1
122,0
39052,0
32641,0
23111,0
31024,0
18884,0
14347,0
3581,0
34639,0
38230,0
33267,0
20511,0
39834,0
2984,0
36001,0
16131,0
41303,0
24010,0
34707,0
4801,0
39912,0
31070,0
23426,0
3451,0
17548,1
36726,0
24008,0
17431,0
30201,0
15310,0
25430,0
39890,0
40131,0
30213,0
27503,0
15689,0
11001,0
11339,0
25207,1
36535,0
19112,0
17350,0
36886,0
13361,0
11078,1
4474,0
4789,0
40571,0
31087,0
4304,0
5196,0
1359,0
20525,1
42515,0
18218,0
21377,0
40586,0
14939,0
10974,0
19447,1
11883,0
38607,0
33818,1
34755,0
11599,0
28354,0
14086,0
4989,0
41938,0
17823,0
23573,0
12353,0
37869,0
41084,0
24720,0
36042,0
30035,0
26149,0
40655,0
28491,0
11573,0
13492,0
37226,0
14503,0
14840,0
33421,0
42171,1
13606,1
36224,0
3402,1
16103,0
40854,0
7052,0
9031,1
19489,0
8133,0
40338,0
3061,0
27910,0
26312,0
11920,0
35092,0
36595,0
1539,0
36454,0
15282,1
13641,0
8496,1
23691,0
34735,0
14435,0
14098,0
15679,0
7751,0
7884,0
14089,0
37452,0
5343,0
31642,0
32793,0
22369,1
30472,0
41571,0
28601,0
37952,0
10247,0
16548,0
25979,0
16542,0
24269,0
40725,0
7911,0
10490,0
14561,0
35615,0
31491,0
18011,1
9028,1
22958,0
33717,0
21060,0
40090,0
14595,1
20693,1
21849,0
27300,0
5742,0
7736,0
32875,0
15391,0
33510,0
15093,0
30674,0
10886,0
4050,1
23850,1
8585,0
2450,0
19590,0
5941,0
33194,0
25898,0
9155,0
13881,0
1648,0
17189,0
1253,0
8925,0
6878,1
18823,0
40856,0
10365,0
11628,0
27485,0
9654,1
34363,0
3160,0
30867,0
17612,0
30199,0
2118,0
28015,0
16787,0
26594,1
3826,0
12562,0
5924,0
3516,0
16387,0
29774,0
11093,1
2345,0
2531,0
37950,0
18997,0
5645,0
9017,0
40906,0
18311,0
27969,1
9430,0
16086,0
25062,1
16335,0
42554,0
6706,0
35208,0
34334,0
1331,0
25405,0
4044,1
15961,0
32375,0
2724,0
41958,1
12802,1
2390,0
27433,0
17362,0
35247,0
22131,0
5610,0
6292,0
18720,0
1178,0
18262,0
31739,0
28212,0
32218,0
14313,0
32373,0
4263,1
7904,0
41734,1
21028,0
34790,0
27988,1
38504,0
8004,0
497,0
39201,0
31803,0
37837,0
31636,0
13833,0
33912,0
40370,0
29142,0
19308,0
19199,0
30155,0
40233,0
34052,0
23586,0
42926,0
28445,0
12278,0
37756,1
21246,0
25238,0
14401,0
14540,0
1811,1
18359,0
14729,0
7423,0
25683,0
8754,0
30355,0
16692,1
32806,0
36830,0
31257,0
41218,0
956,1
39682,0
41912,0
36495,0
3268,0
24737,0
39467,0
22900,0
25730,0
4949,0
15714,0
6573,0
7480,0
33507,0
7124,0
21308,1
16100,0
40694,0
35464,0
13199,0
15152,0
15238,0
7215,0
42894,0
10316,1
15354,0
8228,0
42725,0
38223,0
3632,0
29551,0
21420,0
21681,0
12876,0
31587,0
40591,0
1328,0
39202,0
30890,0
26804,1
33827,0
19062,0
26762,0
24542,0
24391,0
3146,0
5698,0
7142,0
9386,0
35603,0
15219,0
25885,0
37201,0
9171,0
21595,0
36249,1
11614,0
26513,0
7244,0
21924,0
18185,0
39725,0
9326,0
1687,0
12224,0
11470,0
6366,0
11466,0
32559,0
17077,0
15648,0
39597,0
1064,0
3240,0
5620,0
41016,0
8403,0
41939,1
14933,0
42741,0
19823,1
9099,0
12285,1
15606,0
32191,0
30540,0
39558,1
14035,0
35051,0
6854,0
33577,0
32617,0
1872,0
16049,0
42285,0
3910,1
41768,1
2652,1
36373,1
42516,0
13346,0
40829,0
35321,0
32804,0
12067,0
29299,0
40114,0
17285,0
33866,1
30805,0
28887,0
38339,0
30437,0
31376,0
4566,0
42489,1
32420,0
9339,0
30841,0
43348,0
29860,0
5859,0
12172,0
27156,0
22623,0
34326,0
4235,0
25287,0
36471,0
21357,0
35506,0
37830,0
10420,0
29425,1
6951,1
11717,0
10620,0
26994,0
3660,0
32031,1
11059,0
22187,0
33953,0
21198,0
40986,0
13044,0
35694,0
496,0
22047,0
34342,0
21618,0
24689,1
38536,0
33314,0
2335,0
6405,0
25078,0
9213,0
16010,0
25065,1
4938,0
31347,0
4240,0
23623,0
33107,0
12800,1
12016,0
8101,1
27358,1
21484,0
12648,0
17957,1
1172,0
21002,0
13282,0
15206,0
3939,1
19776,1
39236,0
19850,1
8407,0
2421,0
35256,0
11146,0
26165,0
3477,0
12384,0
39960,0
1310,0
18414,0
6184,0
5871,0
35258,0
42950,0
42650,1
22534,1
1128,0
31310,0
12408,0
2864,0
12743,0
34274,0
1076,1
27377,0
34369,0
2107,0
5560,0
15248,0
32385,0
23404,0
11846,0
42927,0
1052,1
2700,0
11027,0
6501,0
3842,0
16872,0
15339,0
4093,0
34999,0
32662,0
29888,0
11780,0
4718,0
36787,0
36748,0
39669,1
35912,0
28170,0
20069,0
15240,0
42341,0
41888,1
27287,0
7674,0
23136,0
23230,0
15947,0
40800,0
31395,0
27550,1
23930,0
1953,0
6729,0
4944,0
21126,0
31594,0
43175,0
16479,1
751,0
19278,0
26199,0
5332,0
27293,0
10012,0
10046,0
33097,0
3891,0
34168,0
28934,0
38246,0
40963,0
35238,0
5055,0
11465,0
27742,1
14560,0
39459,0
16065,0
6952,1
22887,0
42434,0
4075,0
10520,0
20351,1
9606,0
16866,0
20318,0
7238,0
28387,0
39932,0
18295,0
17300,0
26078,0
42371,0
21526,0
16068,0
1657,0
1743,0
22460,1
2648,0
4022,0
2766,0
21588,0
4541,1
6916,1
20260,0
11826,0
18636,0
17621,0
12049,0
12276,0
12017,0
8498,1
42217,0
36494,0
7922,0
9143,0
20728,0
25805,0
24636,0
42892,0
5095,1
4595,1
6513,0
14544,0
19088,0
3453,0
18635,0
34147,0
25147,0
22090,0
1201,0
19536,0
20334,1
15395,0
36391,0
40652,0
39492,1
39450,0
18565,0
10394,0
38624,0
15453,0
6240,0
26076,0
12795,1
37683,0
37825,1
2914,0
7608,0
7984,0
17704,1
16643,0
23098,0
39885,0
28460,0
14934,0
28330,0
150,1
35127,0
38132,0
11432,0
19837,1
37188,0
15216,0
37965,0
21349,0
9132,0
14111,0
33275,0
24642,0
752,0
32729,0
8919,0
27430,0
32613,0
30570,0
31073,0
11921,0
21538,0
14159,0
9501,0
852,0
18106,0
8807,1
8647,0
2367,0
3396,1
37854,0
24760,1
35153,0
33348,0
33544,0
17364,0
20272,0
3045,0
16771,0
33496,0
19186,1
22056,0
34205,0
11562,0
8510,1
23148,0
35204,0
43130,0
32877,0
23007,0
37110,0
33367,0
14777,0
36761,0
8389,0
22102,0
15930,0
24758,1
21641,0
11906,0
3398,1
29856,0
2224,0
28557,0
42907,0
7101,0
16111,0
39819,0
1057,1
21005,0
10117,0
24030,0
21411,0
22023,0
22771,0
5564,0
19382,0
22113,0
38709,0
23752,0
693,1
32372,0
36956,0
19517,0
6058,0
8492,1
36647,0
439,0
7485,0
30931,0
4803,0
42665,1
38727,1
15009,0
41603,0
37924,0
1333,0
28278,0
35235,0
6925,1
41219,0
21748,0
34336,0
30000,0
28480,0
25251,1
34888,0
42528,0
40361,0
25605,0
41376,0
40835,0
1679,0
2895,0
40698,0
29775,0
24455,0
27865,1
13268,0
6649,1
8575,0
36512,0
9800,0
2247,0
40272,0
35614,0
34717,0
28943,0
23095,0
14219,1
43120,0
8130,0
7999,0
24018,0
21878,0
41493,0
34903,0
11969,0
10406,0
10844,0
30487,1
2250,0
41802,1
32626,0
6832,0
23720,0
27310,0
42843,0
12354,0
21372,0
6205,0
12905,0
24939,1
14279,0
40989,0
9728,1
2154,1
32775,0
41228,0
39323,0
13276,0
15801,0
17534,0
23794,1
23369,0
40003,0
40100,0
35241,0
38096,0
23830,0
10777,1
19067,1
35698,0
24029,0
9507,0
13185,0
1146,0
37776,0
17672,1
6529,0
229,1
36736,0
40177,0
21780,0
4249,1
3994,0
28748,0
6948,1
5575,0
39140,0
10753,1
40421,0
26184,0
2166,1
549,0
14308,1
4894,0
20127,0
27241,0
32598,0
2244,0
37181,0
39095,0
15284,1
24388,0
3250,0
26303,0
31202,0
20524,1
16342,0
2452,0
29383,1
32712,0
18241,0
11064,0
26358,0
11885,0
24888,0
9486,0
586,1
983,0
18704,0
3086,0
21101,0
4793,0
30290,0
26860,0
30957,0
15700,0
22531,1
26485,0
27480,0
39774,0
5497,0
37449,0
37030,1
26881,0
13595,0
13335,0
29372,1
38019,0
24502,0
32839,0
11609,0
3730,0
39399,0
34839,0
25093,0
7495,0
28268,1
4173,0
23774,0
12927,0
29011,0
25488,0
40523,1
20035,0
19786,1
20683,1
32714,0
19676,0
13927,0
40230,0
35555,0
17108,0
32288,0
33271,0
14742,0
3670,0
17549,1
31135,0
14670,1
23883,0
16690,1
23901,0
23222,0
21676,0
40229,0
24750,1
25612,0
10393,0
27371,0
32842,0
28365,0
24735,0
27401,0
11214,0
27020,0
28110,0
14234,0
43278,1
12655,0
14820,0
32175,0
2835,0
17356,0
28847,0
37308,0
8348,1
29857,0
16587,0
28197,0
19586,0
19790,1
9566,0
4217,0
41566,0
23575,0
26495,0
18532,0
5882,0
26565,0
799,0
37418,1
38270,0
5504,0
17473,0
23052,0
216,0
25729,0
38002,0
36267,1
11389,0
41021,0
35166,0
42170,1
7399,0
19391,0
19498,0
28085,0
22932,1
6408,0
36520,0
26143,0
39770,0
40609,0
20629,1
20371,0
36101,1
37228,0
23944,0
31353,0
4885,0
43344,0
3159,0
16050,0
20661,1
10988,0
26832,0
17386,0
9257,0
30888,0
26709,0
19415,0
34709,0
18196,0
19827,1
13864,1
41687,0
13811,0
14063,0
17234,0
40876,0
19839,1
6427,0
34894,0
18153,0
27389,0
17992,1
18491,0
11388,0
21770,0
38328,0
31931,0
30728,0
34751,0
14743,0
24444,0
22910,0
16146,0
26730,0
25001,0
9824,0
34971,0
31381,0
27700,1
14156,0
42655,1
36488,1
5135,0
18349,0
11384,0
2876,0
40362,0
40651,0
21086,0
31658,0
22875,0
41587,0
17088,0
9217,0
40860,0
16112,0
14949,0
28593,1
2582,0
11667,0
6938,1
2605,1
27838,0
25372,0
26542,0
29604,0
37656,0
6806,1
26090,0
3545,0
21181,1
31627,0
37323,0
38634,1
24338,0
18328,0
19158,0
8998,0
25166,1
23248,0
21295,0
3751,0
25187,0
39175,0
220,0
468,0
8509,1
5046,0
13539,0
43113,0
23176,0
12455,0
39304,0
34235,0
25286,0
34365,0
11865,0
3774,1
20171,0
7069,0
39192,0
34567,0
37232,0
7460,0
12971,0
15411,0
35714,0
26577,1
28128,1
33077,0
980,0
23227,0
36019,0
35540,0
18531,0
30833,0
2901,0
4977,0
14383,0
40802,0
42485,1
24141,0
34923,0
34247,0
15218,0
16292,0
39649,0
39671,1
26100,0
42635,0
36092,0
42179,1
23271,0
36957,0
3211,1
30266,0
37670,0
34526,0
28878,0
36716,0
13424,0
15927,0
41523,0
36690,0
6052,0
29401,0
31154,0
11839,0
39184,0
6585,0
11978,0
29391,0
26526,0
27507,0
41614,1
28205,0
13966,0
9244,0
24349,0
32899,0
23419,0
33441,0
7325,0
28977,0
30211,0
16770,0
34461,0
27862,1
28720,0
34292,0
41348,0
680,1
12793,1
15814,0
34476,0
27884,1
15847,0
2716,0
646,0
40604,0
7550,0
31253,0
15274,0
41684,0
6605,0
24550,1
40821,0
2453,0
24451,0
30553,0
494,0
14889,0
34673,0
4992,0
34323,0
20211,0
11941,1
29852,0
35071,0
4199,0
11774,0
3758,0
38838,0
11625,0
25375,0
23666,0
21238,0
27538,1
4623,1
5199,0
38692,0
6652,1
18105,0
41764,1
18165,0
22405,0
31368,0
20526,1
4848,0
38445,0
16480,1
24489,0
38415,0
24306,0
8160,0
21176,1
34542,0
21184,0
5049,0
3560,0
14157,0
23463,0
26173,0
42678,1
23618,0
39643,0
29381,1
10814,0
43335,1
2996,0
26237,0
16871,0
4373,0
40693,0
34893,0
27294,0
30887,0
22294,0
39360,1
20413,0
5440,0
16285,0
2751,0
25108,0
37699,0
19277,0
5725,0
19070,1
29608,0
7630,0
38666,0
8583,0
16592,0
25268,0
39270,0
25786,0
29521,0
27092,0
16869,0
39866,0
17965,1
27169,0
4065,0
38325,0
32355,0
24912,0
28962,1
28452,0
25569,0
29715,0
724,1
17949,1
7415,0
1404,1
30969,0
42262,0
35838,0
38524,0
14191,0
3597,0
28894,0
33946,0
21464,0
8542,0
27214,1
38591,1
24797,0
41869,1
5249,1
19720,0
19341,0
6815,1
14596,1
37013,0
13943,0
34719,0
27795,1
12352,0
25199,1
3167,0
24664,1
36348,0
14176,0
2744,0
27610,1
25988,1
5542,0
32145,0
33105,0
4404,0
36929,0
28443,0
12703,0
14978,0
22406,0
12011,0
7601,0
31250,0
138,0
35505,0
39996,0
16644,0
26206,1
42411,0
6284,0
12039,0
8249,0
27000,0
23528,0
10713,0
3650,0
11922,0
3688,0
33857,1
23730,0
35618,0
10532,0
36008,0
22376,1
31285,0
23559,1
9360,0
15249,0
17027,0
2145,1
29961,0
26514,0
1929,0
23456,0
4252,1
27164,0
9300,0
16141,0
28089,0
16346,0
6684,1
33700,1
7057,0
27004,0
24985,0
9518,0
38261,0
31041,0
3044,0
12091,0
11056,0
29113,0
16569,0
5948,0
3049,0
40732,0
10698,0
15026,0
6560,0
17912,0
29136,0
14397,0
4559,0
9204,0
12179,0
16629,0
5018,0
3671,0
42019,1
34184,0
15117,0
1656,0
14909,0
35747,1
9898,0
39516,1
29374,1
34854,0
7410,0
1478,0
7043,0
40734,0
9661,0
1194,0
31685,0
3325,0
5495,0
35889,0
34677,0
19775,1
8819,1
41143,0
28767,0
11782,0
10776,1
16003,0
2161,1
29761,0
33564,1
31671,0
16088,0
10773,1
41937,0
37848,0
249,1
38667,0
16206,0
24844,1
25872,0
40011,0
41429,1
38035,0
18273,0
10870,0
1782,1
14712,0
26366,0
2203,1
35607,0
10381,0
20289,0
8658,0
6871,1
33389,0
12773,0
31,0
29835,0
7023,0
20045,0
39097,0
35512,0
7946,0
6357,0
5888,0
40508,1
11569,0
40182,0
8281,1
40796,0
13682,0
26052,0
29333,0
14780,0
23585,0
23102,0
28266,1
22581,0
5244,1
40172,0
5818,0
5294,0
31097,0
21408,0
34119,0
33887,1
32526,0
13719,0
34924,0
22247,0
7045,0
3048,0
34825,0
43121,0
22004,1
40888,0
10054,0
5089,1
43104,0
20727,0
6582,0
42328,0
32726,0
3255,0
14872,0
1056,1
38180,0
38105,0
15029,0
24226,0
2124,0
35461,0
3000,0
11126,0
10736,0
31367,0
41974,0
7094,0
43259,0
37180,0
16254,0
34933,0
1097,0
6247,0
17160,0
9120,0
15600,0
6788,1
26123,0
6648,1
3095,0
34819,0
25510,0
38836,0
7856,0
33254,0
21696,0
13208,0
41281,0
16449,0
39137,0
24071,0
10644,0
4079,0
13685,0
32466,0
25722,0
7199,0
9231,0
301,1
11913,0
1827,0
28801,0
14637,0
8153,0
35436,0
9867,0
19155,0
17766,0
39532,0
35133,0
9905,0
2241,0
16980,0
31738,0
39595,0
33536,1
30436,0
29352,0
20449,0
25435,0
21994,0
24020,0
2136,0
36837,0
19916,1
19692,0
22843,0
1301,0
30396,0
41280,0
25094,0
9915,0
4250,1
1744,0
15118,0
24795,0
27813,0
9780,0
34474,0
37867,0
2149,1
13518,0
36776,0
24543,0
28901,0
31485,0
33028,0
29002,0
2808,0
9742,1
10575,0
21983,0
42145,0
11073,1
8345,1
1162,1
29159,0
10469,0
9279,0
13594,0
30836,0
20090,0
873,0
23505,0
23377,0
17105,0
11769,0
784,1
8344,1
15423,0
30827,0
13773,0
35386,0
34477,0
19372,0
20051,0
36427,0
27587,0
39062,0
12643,0
14610,0
21901,0
4680,0
3271,0
2800,0
20518,0
18374,0
13704,0
34170,0
15911,0
39965,0
34145,0
28467,0
23091,0
21173,1
42279,1
26515,0
317,1
22233,0
8531,0
16876,0
25401,0
33695,1
12776,0
1543,0
60,0
20431,0
4400,0
3047,0
38849,0
7821,0
25822,1
13623,0
23220,0
15728,0
29935,0
27123,0
38864,1
27102,0
15754,0
19098,0
4768,0
20416,0
26796,0
4805,0
33623,0
14829,0
17329,0
35784,1
31788,0
6804,1
29731,0
21051,0
7541,0
3873,0
26880,0
42031,1
4943,0
37309,0
28573,0
22769,0
27323,0
17023,0
17246,0
5779,0
32657,0
20167,0
5143,0
32933,0
22021,0
29583,0
30414,0
34614,0
22892,0
34973,0
16323,0
20763,0
13169,0
9041,0
36155,0
7832,0
34020,1
23469,0
22794,0
40689,0
14042,0
7115,0
30036,0
3614,1
3674,0
8744,0
41695,0
27655,1
25084,0
8001,0
19852,1
37671,0
34216,0
37163,0
12595,0
42550,0
36058,0
41611,1
23349,0
3630,0
12963,0
2176,1
33068,0
31879,0
30988,0
33446,0
32709,0
21294,0
14634,0
21413,0
40628,0
29829,0
23673,0
1317,0
11812,0
3362,0
34287,0
7060,0
4359,0
40934,0
12137,0
15073,0
24441,0
27987,1
9304,0
24345,0
28036,0
42772,1
26504,0
21812,0
20568,1
10386,0
39341,0
12242,0
29803,0
19167,1
20679,1
8040,0
12922,0
1965,0
38334,0
14022,0
5650,0
22236,0
37361,0
23744,0
17578,0
558,0
29611,0
34867,0
2045,1
11984,0
6857,0
11167,0
29824,0
39588,1
5165,1
16971,0
8316,1
36061,0
14052,0
12290,1
43244,0
33898,0
6593,0
26279,0
31699,0
34253,0
17913,0
6627,1
18125,0
24026,0
9267,0
39063,0
37101,0
17734,1
42613,0
1119,0
4669,0
10541,0
33596,0
12885,0
19144,0
30099,0
5071,0
14420,0
3227,1
5515,0
11645,0
21766,0
10239,0
22553,0
40634,0
30475,0
11459,0
7106,0
28786,0
19921,1
15038,0
9270,0
6274,0
27712,0
726,1
39181,0
11337,0
37912,0
10565,0
15462,0
1888,1
11110,1
39141,0
19145,0
14255,0
10746,1
42315,0
34938,0
7534,0
36140,0
15724,0
495,0
34981,0
8413,0
25745,0
41351,0
13781,0
19819,1
3492,0
20053,0
12092,0
783,1
32611,0
38736,1
14764,0
34340,0
29275,0
24006,0
24252,0
32368,1
42429,0
18916,0
38319,0
39056,0
957,1
4934,0
13181,0
19430,0
40096,0
8838,0
7503,0
19338,0
19279,0
42702,1
9564,0
34568,0
32073,0
21069,0
8206,0
1215,0
6191,0
39035,0
28185,0
12135,0
4187,0
14801,0
14479,0
25908,0
31178,0
28546,0
25299,0
7941,1
1122,0
8328,1
14417,0
19212,0
31527,0
38011,0
28338,0
33186,0
23892,0
8816,1
19213,0
18677,0
24494,0
16320,0
37921,0
35771,0
202,0
30137,0
36347,0
22248,0
33479,0
12089,0
2949,0
39096,0
10067,0
8272,1
41723,1
35609,0
26373,0
3094,0
4138,0
23330,0
41809,0
18891,0
25832,1
23175,0
6330,0
10673,0
18455,0
1426,0
28875,0
19950,1
29379,1
20266,0
18948,0
13416,0
32354,0
42972,0
14732,0
10325,0
21422,0
6671,1
31820,0
27508,0
27687,0
10604,0
40209,0
1236,0
8026,0
22145,0
30032,0
13215,0
23272,0
30291,0
16152,0
37072,0
38993,0
10929,0
38588,1
25564,0
15479,0
34311,0
40450,0
35849,0
105,0
24800,0
7483,0
27551,1
23396,0
11588,0
12752,0
37005,0
13973,0
24272,0
39039,0
25804,0
34031,0
30829,0
31470,0
25512,0
20205,0
8594,0
21586,0
7122,0
35061,0
40630,0
30960,0
5423,0
20405,0
8529,0
15850,0
42698,1
22543,0
29339,0
29875,0
32298,0
42163,0
22108,0
5112,0
7820,0
4135,0
13653,0
20041,0
41372,0
33244,0
36552,1
42683,1
9425,0
23408,0
15740,0
7376,0
908,1
3034,0
38643,1
16371,0
26450,0
40899,0
27212,0
20199,0
21657,0
38928,0
19974,1
3366,0
35965,1
4316,0
40529,0
15044,0
19830,1
32390,0
41328,0
34592,1
14074,0
16076,0
41065,0
14389,0
11152,0
16421,0
33037,0
24595,0
14184,0
37526,0
20664,1
25008,0
19294,0
37169,0
34062,1
37643,0
34432,0
24752,1
42531,0
41330,0
23004,0
2727,0
34773,0
38470,0
5558,0
23262,0
35018,0
19328,0
32135,0
35811,0
2537,0
25328,1
20612,0
4784,0
19305,0
32109,0
1832,1
